,Open Bid_x,Open Bid_x,Open2,Short Swap USDPLN,2.9889
2018-08-08,2.0,2.0,1.28,-8.585858585858583e-06,3.66012
2018-08-09,2.0,2.0,1.3,-8.417508417508419e-06,3.67043
2018-08-10,1.88,1.88,1.34,-7.528556593977156e-06,3.70694
2018-08-11,2.25,1.88,1.34,-7.528556593977156e-06,3.70694
2018-08-12,1.88,1.88,1.34,-7.528556593977156e-06,3.70694
2018-08-13,1.88,1.88,1.34,-7.0110046148384825e-06,3.75029
2018-08-14,1.9,1.9,1.47,-6.859756097560975e-06,3.75144
2018-08-15,1.88,1.88,1.47,-6.731424676209954e-06,3.78486
2018-08-16,1.89,1.89,1.49,-6.625891946992862e-06,3.77013
2018-08-17,1.87,1.87,1.47,-6.795786612300375e-06,3.73686
2018-08-18,2.25,1.87,1.47,-6.795786612300375e-06,3.73686
2018-08-19,1.88,1.87,1.47,-6.795786612300375e-06,3.73686
2018-08-20,1.88,1.88,1.43,-6.212282570110046e-06,3.7291
2018-08-21,1.83,1.83,1.4,-7.452574525745257e-06,3.692
2018-08-22,1.79,1.79,1.37,-7.521367521367521e-06,3.67861
2018-08-23,1.81,1.81,1.26,-8.520790729379687e-06,3.691
2018-08-24,2.25,2.25,1.24,-1.1185185185185183e-05,3.66557
2018-08-25,1.88,2.25,1.24,-1.1185185185185183e-05,3.66557
2018-08-26,1.88,2.25,1.24,-1.1185185185185183e-05,3.66557
2018-08-27,1.88,1.88,1.24,-8.211041229909152e-06,3.64847
2018-08-28,1.9,1.9,1.24,-9.036144578313253e-06,3.63608
2018-08-29,1.88,1.88,1.18,-8.735150244584211e-06,3.64817
2018-08-30,1.82,1.82,1.11,-9.9628503883823e-06,3.65771
2018-08-31,1.82,1.82,1.43,-7.198509485094851e-06,3.6679
2018-09-01,1.88,1.82,1.43,-7.198509485094851e-06,3.6679
2018-09-02,1.88,1.88,1.4,-6.944444444444448e-06,3.6679
2018-09-03,1.88,1.88,1.43,-6.6840277777777805e-06,3.68569
2018-09-04,1.86,1.86,1.4,-7.264957264957267e-06,3.69545
2018-09-05,1.85,1.85,1.4,-7.201646090534981e-06,3.70684
2018-09-06,1.88,1.88,1.5,-5.939902166317262e-06,3.70004
2018-09-07,1.88,1.88,1.46,-6.289308176100631e-06,3.6913
2018-09-08,1.87,1.87,1.02,-1.0188087774294672e-05,3.6913
2018-09-09,1.88,1.87,1.02,-1.0188087774294672e-05,3.6913
2018-09-10,1.88,1.88,1.41,-6.726065688329838e-06,3.71434
2018-09-11,1.8,1.8,1.39,-7.413087934560327e-06,3.69394
2018-09-12,1.82,1.82,1.44,-7.050628610261638e-06,3.69346
2018-09-13,1.86,1.86,1.45,-6.965681277607882e-06,3.6746
2018-09-14,1.84,1.84,1.42,-7.030178326474626e-06,3.66587
2018-09-16,1.88,1.84,1.42,-7.030178326474626e-06,3.66587
2018-09-17,1.88,1.88,1.36,-7.162823200559048e-06,3.67096
2018-09-18,1.83,1.83,1.28,-8.109040717736369e-06,3.66415
2018-09-19,1.86,1.86,1.3,-7.55977496483826e-06,3.6614
2018-09-20,2.29,2.29,1.37,-1.0268912529550826e-05,3.639
2018-09-21,1.86,1.86,1.52,-6.436314363143631e-06,3.63559
2018-09-23,1.96,1.86,1.52,-6.436314363143631e-06,3.63559
2018-09-24,1.96,1.96,1.71,-5.506245890861276e-06,3.63915
2018-09-25,1.96,1.96,1.72,-5.424063116370809e-06,3.63454
2018-09-26,2.03,2.03,1.75,-5.50696469063816e-06,3.60596
2018-09-27,2.13,2.13,1.62,-6.864623243933589e-06,3.63244
2018-09-28,2.13,2.13,1.47,-8.061941251596428e-06,3.6528
2018-09-30,2.13,2.13,1.47,-8.061941251596428e-06,3.6528
2018-10-01,2.13,2.13,1.47,-8.061941251596428e-06,3.67822
2018-10-02,2.13,2.13,1.4,-8.341431810819567e-06,3.70066
2018-10-03,2.13,2.13,1.4,-8.341431810819567e-06,3.69646
2018-10-04,2.13,2.13,1.5,-7.531584062196308e-06,3.72708
2018-10-05,2.13,2.13,1.47,-7.774538386783288e-06,3.70968
2018-10-07,2.13,2.13,1.47,-7.774538386783288e-06,3.70968
2018-10-08,2.13,2.13,1.5,-7.531584062196308e-06,3.73542
2018-10-09,2.13,2.13,1.55,-7.1266601878846814e-06,3.73321
2018-10-10,2.14,2.14,1.63,-6.540697674418603e-06,3.73234
2018-10-11,2.14,2.14,1.55,-7.186692506459949e-06,3.70786
2018-10-12,2.14,2.14,1.52,-7.428940568475454e-06,3.69603
2018-10-13,2.14,2.14,1.4,-8.397932816537466e-06,3.69603
2018-10-14,2.14,2.14,1.4,-8.397932816537466e-06,3.69603
2018-10-15,2.14,2.14,1.48,-7.751937984496122e-06,3.69495
2018-10-16,2.14,2.14,1.45,-7.994186046511627e-06,3.68862
2018-10-17,2.14,2.14,1.41,-8.3171834625323e-06,3.70377
2018-10-18,2.14,2.14,1.42,-8.23643410852713e-06,3.72441
2018-10-19,2.14,2.14,1.4,-8.397932816537466e-06,3.7076
2018-10-20,2.14,2.15,1.4,-8.454106280193238e-06,3.7076
2018-10-21,2.15,2.15,1.4,-8.454106280193238e-06,3.7076
2018-10-22,2.15,2.15,1.41,-8.373590982286633e-06,3.71227
2018-10-23,2.15,2.15,1.41,-8.373590982286633e-06,3.7103
2018-10-24,2.15,2.15,1.38,-8.780332056194125e-06,3.74225
2018-10-25,2.15,2.15,1.39,-8.700510855683273e-06,3.76926
2018-10-26,2.14,2.14,1.49,-7.845020813320524e-06,3.7584
2018-10-27,2.14,2.14,1.4,-8.565481908421392e-06,3.7584
2018-10-28,2.14,2.14,1.4,-8.565481908421392e-06,3.7584
2018-10-29,2.14,2.14,1.53,-7.524815882164585e-06,3.77193
2018-10-30,2.15,2.15,1.5,-7.822477650063859e-06,3.7988
2018-10-31,2.15,2.15,1.56,-7.343550446998722e-06,3.81076
2018-11-01,2.15,2.15,1.62,-6.864623243933589e-06,3.7733
2018-11-02,2.15,2.15,1.56,-7.045675413022353e-06,3.75978
2018-11-04,2.15,2.15,1.56,-7.045675413022353e-06,3.75978
2018-11-05,2.15,2.15,1.5,-7.531584062196308e-06,3.76682
2018-11-06,2.15,2.15,1.52,-7.3696145124716574e-06,3.74889
2018-11-07,2.15,2.15,1.51,-7.450599287333983e-06,3.7292
2018-11-08,2.15,2.15,1.5,-7.352941176470587e-06,3.7401
2018-11-09,2.15,2.15,1.49,-7.4346405228758145e-06,3.76345
2018-11-10,2.15,2.15,1.4,-8.169934640522875e-06,3.76345
2018-11-11,2.15,2.15,1.4,-8.169934640522875e-06,3.76345
2018-11-12,2.15,2.15,1.49,-7.4346405228758145e-06,3.78535
2018-11-13,2.15,2.15,1.48,-7.516339869281047e-06,3.79012
2018-11-14,2.15,2.15,1.36,-8.49673202614379e-06,3.77993
2018-11-15,2.16,2.16,1.38,-8.390355164548715e-06,3.77042
2018-11-16,2.16,2.16,1.43,-7.983056370153147e-06,3.75598
2018-11-17,2.16,2.16,1.4,-8.227435646790487e-06,3.75598
2018-11-18,2.16,2.16,1.4,-8.227435646790487e-06,3.75598
2018-11-19,2.16,2.16,1.39,-8.308895405669605e-06,3.77215
2018-11-20,2.16,2.16,1.39,-8.308895405669605e-06,3.77249
2018-11-21,2.16,2.16,1.44,-7.901596611274033e-06,3.75968
2018-11-22,2.16,2.16,1.4,-8.227435646790487e-06,3.75849
2018-11-23,2.16,2.16,1.42,-8.06451612903226e-06,3.75551
2018-11-25,2.16,2.16,1.42,-8.06451612903226e-06,3.75551
2018-11-26,2.16,2.16,1.42,-8.23643410852713e-06,3.76586
2018-11-27,2.16,2.16,1.53,-7.466281310211943e-06,3.78333
2018-11-28,2.15,2.15,1.51,-7.2712418300653616e-06,3.76184
2018-11-29,2.18,2.18,1.5,-7.70712909441233e-06,3.75316
2018-11-30,2.18,2.18,1.52,-7.3696145124716574e-06,3.75191
2018-12-01,2.18,2.18,1.4,-8.341431810819567e-06,3.75191
2018-12-02,2.18,2.18,1.4,-8.341431810819567e-06,3.75191
2018-12-03,2.18,2.18,1.6,-6.721736313573049e-06,3.75556
2018-12-04,2.18,2.18,1.52,-7.3696145124716574e-06,3.74691
2018-12-05,2.18,2.18,1.32,-8.989310009718171e-06,3.76182
2018-12-06,2.18,2.18,1.32,-8.989310009718171e-06,3.7493
2018-12-07,2.18,2.18,1.4,-8.341431810819567e-06,3.74208
2018-12-08,2.18,2.18,0.99,-1.1661807580174927e-05,3.74208
2018-12-09,2.18,2.18,0.99,-1.1661807580174927e-05,3.74208
2018-12-10,2.18,2.18,1.29,-9.23226433430515e-06,3.7458
2018-12-11,2.17,2.17,1.29,-9.178037686809617e-06,3.76867
2018-12-12,2.17,2.17,1.36,-8.609486679662116e-06,3.76502
2018-12-13,2.17,2.17,1.37,-8.860153256704978e-06,3.76444
2018-12-14,2.17,2.17,1.35,-9.285489455461125e-06,3.77232
2018-12-16,2.17,2.17,1.2,-1.0707635009310987e-05,3.77232
2018-12-17,2.17,2.17,1.49,-8.457479826194908e-06,3.76716
2018-12-18,2.28,2.28,1.45,-9.18336369156041e-06,3.75608
2018-12-19,2.28,2.28,1.4,-9.562841530054646e-06,3.7419
2018-12-20,2.43,2.43,1.48,-9.057971014492752e-06,3.72865
2018-12-21,2.43,2.43,2.97,2.189009661835748e-06,3.73231
2018-12-22,2.43,2.43,2.62,-2.51256281407035e-06,3.73231
2018-12-23,2.43,2.43,2.62,-2.51256281407035e-06,3.73231
2018-12-24,2.43,2.43,1.29,-1.1795086543830262e-05,3.7406
2018-12-26,2.43,2.43,1.29,-1.1795086543830262e-05,3.75144
2018-12-27,2.43,2.43,1.29,-1.1795086543830262e-05,3.74214
2018-12-28,2.43,2.43,2.85,-9.07314349525404e-07,3.7358
2018-12-29,2.43,2.43,1.8,-7.986994628216004e-06,3.7358
2018-12-30,2.43,2.43,1.4,-1.0814249363867688e-05,3.7358
2018-12-31,2.43,2.43,2.1,-5.866553576477242e-06,3.72079
2019-01-01,2.43,2.43,1.25,-1.1874469889737069e-05,3.72079
2019-01-02,2.43,2.43,2.5,-3.03929884082556e-06,3.72876
2019-01-03,2.35,2.35,1.57,-7.94753086419753e-06,3.75538
2019-01-04,2.35,2.35,1.5,-8.487654320987656e-06,3.73895
2019-01-05,2.35,2.35,1.25,-1.0416666666666666e-05,3.73895
2019-01-06,2.35,2.35,1.25,-1.0416666666666666e-05,3.73895
2019-01-07,2.35,2.35,1.55,-8.101851851851854e-06,3.73629
2019-01-08,2.35,2.35,1.55,-8.101851851851854e-06,3.74405
2019-01-09,2.34,2.34,1.5,-8.433921386567626e-06,3.71397
2019-01-10,2.34,2.34,1.45,-8.820798514391825e-06,3.71918
2019-01-11,2.33,2.33,1.48,-8.535071384233398e-06,3.7127
2019-01-13,2.33,2.33,1.48,-8.535071384233398e-06,3.7127
2019-01-14,2.33,2.33,1.45,-8.767846058348849e-06,3.73332
2019-01-15,2.33,2.33,1.45,-8.767846058348849e-06,3.7343
2019-01-16,2.33,2.33,1.38,-9.310986964618252e-06,3.75108
2019-01-17,2.33,2.33,1.41,-9.078212290502794e-06,3.75421
2019-01-18,2.33,2.33,1.46,-8.690254500310367e-06,3.74955
2019-01-19,2.33,2.33,1.1,-1.1574074074074072e-05,3.74955
2019-01-20,2.33,2.33,1.1,-1.1574074074074072e-05,3.74955
2019-01-21,2.33,2.33,1.4,-9.25925925925926e-06,3.75853
2019-01-22,2.33,2.33,1.36,-9.5679012345679e-06,3.76636
2019-01-23,2.33,2.33,1.32,-9.876543209876542e-06,3.76181
2019-01-24,2.33,2.33,1.2,-1.0942760942760942e-05,3.76564
2019-01-25,2.35,2.35,1.17,-1.1033950617283952e-05,3.73458
2019-01-26,2.35,2.35,1.4,-9.25925925925926e-06,3.73458
2019-01-27,2.35,2.35,1.4,-9.25925925925926e-06,3.73458
2019-01-28,2.35,2.35,1.17,-1.1033950617283952e-05,3.74857
2019-01-29,2.35,2.35,1.2,-1.0802469135802469e-05,3.73545
2019-01-30,2.35,2.35,1.17,-1.1033950617283952e-05,3.72267
2019-01-31,2.35,2.35,1.26,-1.033950617283951e-05,3.70681
2019-02-01,2.35,2.35,1.3,-1.0030864197530866e-05,3.71865
2019-02-03,2.35,2.35,1.4,-9.25925925925926e-06,3.71865
2019-02-04,2.35,2.35,1.27,-1.0262345679012347e-05,3.7353
2019-02-05,2.35,2.35,1.19,-1.0879629629629632e-05,3.74596
2019-02-06,2.35,2.35,1.15,-1.1188271604938273e-05,3.75938
2019-02-07,2.35,2.35,1.22,-1.0648148148148151e-05,3.7789
2019-02-08,2.35,2.35,1.4,-9.25925925925926e-06,3.78255
2019-02-10,2.35,2.35,1.4,-9.25925925925926e-06,3.78255
2019-02-11,2.35,2.35,1.45,-8.873456790123455e-06,3.80219
2019-02-12,2.35,2.35,1.68,-7.098765432098769e-06,3.79625
2019-02-13,2.35,2.35,1.47,-8.71913580246914e-06,3.81443
2019-02-14,2.35,2.35,1.31,-9.953703703703704e-06,3.82037
2019-02-15,2.35,2.35,1.3,-1.0030864197530866e-05,3.81035
2019-02-17,2.35,2.35,1.3,-1.0030864197530866e-05,3.81035
2019-02-18,2.35,2.35,1.31,-9.953703703703704e-06,3.81787
2019-02-19,2.35,2.35,1.21,-1.0725308641975313e-05,3.80772
2019-02-20,2.35,2.35,1.25,-1.0416666666666666e-05,3.80796
2019-02-21,2.35,2.35,1.26,-1.033950617283951e-05,3.8079
2019-02-22,2.35,2.35,1.26,-1.0387811634349031e-05,3.80135
2019-02-24,2.35,2.35,1.26,-1.0387811634349031e-05,3.80135
2019-02-25,2.35,2.35,1.33,-9.84918436441982e-06,3.80994
2019-02-26,2.35,2.35,1.34,-9.772237611572791e-06,3.78384
2019-02-27,2.35,2.35,1.23,-1.0618651892890122e-05,3.7843
2019-02-28,2.35,2.35,1.25,-1.046475838719606e-05,3.77099
2019-03-01,2.35,2.35,1.24,-1.054170514004309e-05,3.75675
2019-03-02,2.35,2.35,1.48,-8.694983071714374e-06,3.75675
2019-03-03,2.35,2.35,1.4,-9.310557094490612e-06,3.75675
2019-03-04,2.35,2.35,1.29,-1.0156971375807938e-05,3.78049
2019-03-05,2.35,2.35,1.28,-1.023391812865497e-05,3.78936
2019-03-06,2.35,2.35,1.3,-1.008002462296091e-05,3.77595
2019-03-07,2.35,2.35,1.34,-9.772237611572791e-06,3.7975
2019-03-08,2.35,2.35,1.42,-9.156663588796553e-06,3.8021
2019-03-09,2.35,2.35,1.11,-1.1542012927054476e-05,3.8021
2019-03-10,2.35,2.35,1.4,-9.310557094490612e-06,3.8021
2019-03-11,2.35,2.35,1.42,-9.156663588796553e-06,3.79883
2019-03-12,2.35,2.35,1.4,-9.310557094490612e-06,3.79906
2019-03-13,2.35,2.35,1.37,-9.5413973530317e-06,3.78582
2019-03-14,2.35,2.35,1.36,-9.618344105878728e-06,3.79378
2019-03-15,2.35,2.35,1.38,-9.464450600184672e-06,3.78232
2019-03-16,2.35,2.35,1.18,-1.1003385657125271e-05,3.78232
2019-03-17,2.35,2.35,1.18,-1.1003385657125271e-05,3.78232
2019-03-18,2.35,2.35,1.36,-9.618344105878728e-06,3.77657
2019-03-19,2.35,2.35,1.4,-9.310557094490612e-06,3.752
2019-03-20,2.35,2.35,1.35,-9.695290858725762e-06,3.73863
2019-03-21,2.35,2.35,1.32,-9.926131117266847e-06,3.7338
2019-03-22,2.36,2.36,1.65,-7.936507936507936e-06,3.7558
2019-03-24,2.36,2.36,1.65,-7.936507936507936e-06,3.7558
2019-03-25,2.36,2.36,1.58,-8.460616951182989e-06,3.78205
2019-03-26,2.36,2.36,1.62,-8.161126085654389e-06,3.78387
2019-03-27,2.36,2.36,1.64,-8.011380652890088e-06,3.80709
2019-03-28,2.36,2.36,1.32,-1.0407307577118894e-05,3.81204
2019-03-29,2.36,2.36,1.33,-9.9969474969475e-06,3.80635
2019-03-30,2.36,2.36,1.2,-1.0989010989010989e-05,3.80635
2019-03-31,2.36,2.36,1.4,-9.462759462759462e-06,3.80635
2019-04-01,2.36,2.36,1.3,-1.0225885225885227e-05,3.8045
2019-04-02,2.36,2.36,1.31,-1.014957264957265e-05,3.82581
2019-04-03,2.36,2.36,1.37,-9.69169719169719e-06,3.80763
2019-04-04,2.36,2.36,1.36,-9.768009768009767e-06,3.81123
2019-04-05,2.36,2.36,1.43,-9.233821733821738e-06,3.80578
2019-04-06,2.36,2.36,1.4,-9.462759462759462e-06,3.80578
2019-04-07,2.36,2.36,1.4,-9.462759462759462e-06,3.80578
2019-04-08,2.36,2.36,1.46,-9.004884004884006e-06,3.78265
2019-04-09,2.36,2.36,1.5,-8.6996336996337e-06,3.79569
2019-04-10,2.36,2.36,1.29,-1.0302197802197802e-05,3.79063
2019-04-11,2.36,2.36,1.4,-9.462759462759462e-06,3.79064
2019-04-12,2.36,2.36,1.41,-9.386446886446887e-06,3.76581
2019-04-13,2.36,2.36,1.4,-9.462759462759462e-06,3.76581
2019-04-14,2.36,2.36,1.4,-9.462759462759462e-06,3.76581
2019-04-15,2.36,2.36,1.45,-9.08119658119658e-06,3.77183
2019-04-16,2.36,2.36,1.52,-8.547008547008548e-06,3.7761
2019-04-17,2.36,2.36,1.61,-7.860195360195358e-06,3.75525
2019-04-18,2.36,2.36,1.54,-8.394383394383394e-06,3.7559
2019-04-19,2.36,2.36,1.21,-1.0912698412698414e-05,3.78116
2019-04-22,2.36,2.36,1.21,-1.0912698412698414e-05,3.79742
2019-04-23,2.36,2.36,1.51,-8.831521739130437e-06,3.80607
2019-04-24,2.36,2.36,1.48,-9.057971014492752e-06,3.81653
2019-04-25,2.36,2.36,1.37,-9.888285024154588e-06,3.8297
2019-04-26,2.36,2.36,1.4,-9.661835748792274e-06,3.82685
2019-04-27,2.36,2.36,1.45,-9.284420289855073e-06,3.82685
2019-04-28,2.36,2.36,1.4,-9.661835748792274e-06,3.82685
2019-04-29,2.36,2.36,1.4,-9.661835748792274e-06,3.83329
2019-04-30,2.36,2.36,1.43,-9.435386473429956e-06,3.81354
2019-05-01,2.36,2.36,1.47,-8.928571428571431e-06,3.7973
2019-05-02,2.36,2.36,1.47,-8.928571428571431e-06,3.81016
2019-05-03,2.36,2.36,1.53,-8.47069597069597e-06,3.79255
2019-05-05,2.36,2.36,1.53,-8.47069597069597e-06,3.79255
2019-05-06,2.36,2.36,1.5,-8.6996336996337e-06,3.81862
2019-05-07,2.36,2.36,1.45,-9.08119658119658e-06,3.8165
2019-05-08,2.36,2.36,1.4,-9.462759462759462e-06,3.82436
2019-05-09,2.36,2.36,1.4,-9.41230486685032e-06,3.82072
2019-05-10,2.34,2.34,1.44,-9.002770083102493e-06,3.80395
2019-05-11,2.34,2.34,1.16,-1.1157279162819326e-05,3.80395
2019-05-12,2.34,2.34,1.16,-1.1157279162819326e-05,3.80395
2019-05-13,2.34,2.34,1.46,-8.848876577408432e-06,3.8182
2019-05-14,2.34,2.34,1.53,-8.310249307479222e-06,3.82058
2019-05-15,2.34,2.34,1.77,-6.463527239150507e-06,3.83428
2019-05-16,2.34,2.34,1.63,-7.540781779008925e-06,3.82338
2019-05-17,2.34,2.34,1.52,-8.387196060326255e-06,3.83996
2019-05-18,2.34,2.34,1.52,-8.387196060326255e-06,3.83996
2019-05-19,2.34,2.34,1.52,-8.387196060326255e-06,3.83996
2019-05-20,2.34,2.34,1.52,-8.387196060326255e-06,3.84525
2019-05-21,2.34,2.34,1.49,-8.618036318867342e-06,3.84766
2019-05-22,2.34,2.34,1.47,-8.771929824561406e-06,3.84876
2019-05-23,2.34,2.34,1.47,-8.771929824561406e-06,3.8453
2019-05-24,2.34,2.34,1.54,-8.287292817679558e-06,3.80455
2019-05-25,2.34,2.34,1.05,-1.2047268262737878e-05,3.80455
2019-05-26,2.34,2.34,1.05,-1.2047268262737878e-05,3.80455
2019-05-27,2.34,2.34,1.48,-8.74769797421731e-06,3.82596
2019-05-28,2.36,2.36,1.54,-8.394383394383394e-06,3.83114
2019-05-29,2.36,2.36,1.48,-8.852258852258851e-06,3.8467
2019-05-30,2.36,2.36,1.42,-9.31013431013431e-06,3.84747
2019-05-31,2.36,2.36,1.42,-9.31013431013431e-06,3.81543
2019-06-02,2.34,2.34,1.4,-9.207675642216032e-06,3.81543
2019-06-03,2.34,2.34,1.42,-9.05292479108635e-06,3.7997
2019-06-04,2.34,2.34,1.35,-9.594552770040236e-06,3.79523
2019-06-05,2.33,2.33,1.36,-9.466170080695218e-06,3.78202
2019-06-06,2.32,2.32,1.3,-9.881730469965766e-06,3.78087
2019-06-07,2.32,2.32,1.35,-9.492685963274196e-06,3.73244
2019-06-08,2.32,2.32,1.05,-1.1826953003423594e-05,3.73244
2019-06-09,2.32,2.32,1.05,-1.1826953003423594e-05,3.73244
2019-06-10,2.32,2.32,1.39,-9.181450357920948e-06,3.76274
2019-06-11,2.32,2.32,1.35,-9.492685963274196e-06,3.75942
2019-06-12,2.32,2.32,1.35,-9.492685963274196e-06,3.75465
2019-06-13,2.31,2.31,1.34,-9.519350811485643e-06,3.76394
2019-06-14,2.31,2.31,1.38,-9.207240948813985e-06,3.76727
2019-06-15,2.31,2.3,1.05,-1.1737089201877934e-05,3.76727
2019-06-16,2.3,2.3,1.05,-1.1737089201877934e-05,3.76727
2019-06-17,2.3,2.3,1.4,-8.998435054773083e-06,3.78682
2019-06-18,2.3,2.3,1.3,-9.780907668231613e-06,3.77719
2019-06-19,2.3,2.3,1.25,-1.0172143974960877e-05,3.77731
2019-06-20,2.3,2.3,0.88,-1.3067292644757431e-05,3.7576
2019-06-21,2.23,2.23,1.59,-7.396915328926662e-06,3.71773
2019-06-22,2.23,2.23,1.32,-1.0951552074267478e-05,3.71773
2019-06-23,2.23,2.23,1.32,-1.0951552074267478e-05,3.71773
2019-06-24,2.23,2.23,1.59,-8.993327531186541e-06,3.72572
2019-06-25,2.23,2.23,1.62,-8.775747026399769e-06,3.72505
2019-06-26,2.23,2.23,1.56,-9.21090803597331e-06,3.73855
2019-06-27,2.21,2.21,1.55,-9.186351706036747e-06,3.73583
2019-06-28,2.21,2.21,1.41,-9.586352657004831e-06,3.70743
2019-06-29,2.21,2.21,1.04,-1.216712580348944e-05,3.70743
2019-06-30,2.21,2.21,1.4,-9.41230486685032e-06,3.70743
2019-07-01,2.21,2.21,1.4,-9.41230486685032e-06,3.7325
2019-07-02,2.21,2.21,1.26,-1.0242085661080076e-05,3.74572
2019-07-03,2.33,2.33,1.3,-9.931719428926136e-06,3.74597
2019-07-04,2.33,2.33,1.28,-1.00869025450031e-05,3.75367
2019-07-05,2.33,2.33,1.3,-9.931719428926136e-06,3.7584
2019-07-06,2.33,2.35,1.25,-1.0416666666666666e-05,3.7584
2019-07-07,2.35,2.35,1.25,-1.0416666666666666e-05,3.7584
2019-07-08,2.35,2.35,1.3,-1.0030864197530866e-05,3.78208
2019-07-09,2.35,2.35,1.3,-1.0030864197530866e-05,3.79168
2019-07-10,2.35,2.35,1.3,-1.0030864197530866e-05,3.77929
2019-07-11,2.32,2.32,1.26,-1.0192966075319018e-05,3.78039
2019-07-12,2.32,2.32,1.26,-1.0192966075319018e-05,3.7616
2019-07-14,2.31,2.32,1.26,-1.0192966075319018e-05,3.7616
2019-07-15,2.31,2.31,1.31,-9.75343320848939e-06,3.77726
2019-07-16,2.31,2.31,1.33,-9.597378277153558e-06,3.78185
2019-07-17,2.31,2.31,1.36,-9.363295880149811e-06,3.79243
2019-07-18,2.31,2.31,1.37,-9.285268414481896e-06,3.76959
2019-07-19,2.31,2.31,1.34,-9.519350811485643e-06,3.76937
2019-07-20,2.31,2.28,1.11,-1.117406358199559e-05,3.76937
2019-07-21,2.28,2.28,1.11,-1.117406358199559e-05,3.76937
2019-07-22,2.28,2.28,1.32,-9.52156122127793e-06,3.7825
2019-07-23,2.28,2.28,1.4,-8.892036512433113e-06,3.79261
2019-07-24,2.28,2.28,1.41,-9.078212290502794e-06,3.81111
2019-07-25,2.28,2.28,1.38,-9.310986964618252e-06,3.80536
2019-07-26,2.28,2.28,1.28,-1.00869025450031e-05,3.81753
2019-07-27,2.28,2.28,1.01,-1.2181874612042213e-05,3.81753
2019-07-28,2.28,2.28,1.4,-9.15580384854128e-06,3.81753
2019-07-29,2.28,2.28,1.31,-9.854127870887648e-06,3.83654
2019-07-30,2.07,2.07,1.25,-9.23178371249588e-06,3.84484
2019-07-31,1.98,1.98,1.32,-8.130081300813002e-06,3.84349
2019-08-01,1.98,1.98,1.38,-7.621951219512195e-06,3.87708
2019-08-02,2.06,2.06,1.35,-8.056394763343405e-06,3.852
2019-08-04,2.06,2.06,1.35,-8.056394763343405e-06,3.852
2019-08-05,2.06,2.06,1.4,-7.63679086941927e-06,3.83964
2019-08-06,2.06,2.06,1.39,-7.720711648204098e-06,3.84275
2019-08-07,2.06,2.06,1.4,-7.63679086941927e-06,3.84348
2019-08-08,2.06,2.06,1.35,-8.056394763343405e-06,3.8466
2019-08-09,2.06,2.06,1.4,-7.63679086941927e-06,3.83824
2019-08-11,2.06,2.06,1.4,-7.63679086941927e-06,3.83824
2019-08-12,2.06,2.06,1.42,-7.468949311849614e-06,3.85304
2019-08-13,2.06,2.06,1.52,-6.629741524001343e-06,3.86144
2019-08-14,2.06,2.06,1.45,-7.217186975495131e-06,3.87612
2019-08-15,2.06,2.06,1.44,-7.301107754279961e-06,3.91428
2019-08-16,2.06,2.06,1.46,-7.133266196710305e-06,3.89229
2019-08-17,2.06,2.06,1.0,-1.0993622020812354e-05,3.89229
2019-08-18,2.06,2.06,1.4,-7.63679086941927e-06,3.89229
2019-08-19,2.06,2.06,1.43,-7.38502853306479e-06,3.9085
2019-08-20,2.25,2.25,1.42,-8.293075684380033e-06,3.91768
2019-08-21,2.06,2.06,1.38,-7.804632426988923e-06,3.9137
2019-08-22,2.06,2.06,1.36,-7.972473984558575e-06,3.9147
2019-08-23,2.06,2.06,1.48,-6.965424639140652e-06,3.90049
2019-08-25,2.13,2.06,1.48,-6.965424639140652e-06,3.90049
2019-08-26,2.13,2.13,1.48,-7.69355361192096e-06,3.917
2019-08-27,2.13,2.13,1.45,-7.936507936507936e-06,3.92304
2019-08-28,2.25,2.25,1.41,-8.373590982286633e-06,3.9435
2019-08-29,2.13,2.13,1.34,-8.827340459993523e-06,3.95361
2019-08-30,2.05,2.05,1.28,-8.758758758758755e-06,3.95883
2019-09-01,2.08,2.05,1.28,-8.758758758758755e-06,3.95883
2019-09-02,2.08,2.08,1.28,-8.758758758758755e-06,3.96627
2019-09-03,2.07,2.07,1.38,-7.86479250334672e-06,3.95276
2019-09-04,2.07,2.07,1.39,-7.781124497991969e-06,3.92344
2019-09-05,2.07,2.07,1.33,-8.283132530120479e-06,3.91083
2019-09-06,2.06,2.06,1.3,-8.475998657267539e-06,3.9115
2019-09-08,2.06,2.06,1.3,-8.475998657267539e-06,3.9115
2019-09-09,2.06,2.06,1.3,-8.475998657267539e-06,3.91634
2019-09-10,2.06,2.06,1.34,-8.14031554212823e-06,3.91585
2019-09-11,2.03,2.03,1.45,-7.0291327913279095e-06,3.91832
2019-09-12,1.97,1.97,1.48,-6.383712905452039e-06,3.9088
2019-09-13,1.89,1.89,1.42,-6.369426751592359e-06,3.87863
2019-09-15,1.89,1.89,1.42,-6.369426751592359e-06,3.87863
2019-09-16,1.89,1.89,1.42,-6.369426751592359e-06,3.90206
2019-09-17,1.86,1.86,1.48,-5.62700964630225e-06,3.90915
2019-09-18,1.86,1.86,1.41,-6.252232940335834e-06,3.91259
2019-09-19,2.03,2.03,1.42,-7.283197831978321e-06,3.91862
2019-09-20,2.18,2.18,1.38,-9.049417689644315e-06,3.92073
2019-09-21,2.18,2.28,1.4,-9.904676794757226e-06,3.92073
